AASP274,0101,"Creative Writing Through The Eyes of African Americans: A Beginning Workshop",Lecture,"Dorothy Phaire","Introduction to theory and practice of writing fiction, drama and poetry, with an emphasis on African American literary models. Critical reading, exercises and workshop discussions with continual reference to modeling, drafting, and revising as necessary stages in a creative process.",NCC 0120,--,--,09:30:00,10:45:00,--,--,09:30:00,10:45:00,--,--
AASP297,0101,"Research Methods in African American Studies",Lecture,"Sharon Harley","Introduces African American Studies majors to the basic research skills methodologies, sources, and repositories for studying African Diaspora. Students will be required to select a research topic, write a research proposal, develop an annotated bibliography, and in the process will be prepared for completing their senior thesis or other significant writing projects necessary to fulfill the requirements of the major.",TLF 1102,--,--,12:30:00,13:45:00,--,--,12:30:00,13:45:00,--,--
AASP298B,0101,"Special Topics in African American Studies; The Constructions of Manhood and Womanhood in the Black Community",Lecture,"Sharon Harley","Also offered as WMST265. Credit granted for AASP298B or WMST265.",TYD 2102,--,--,--,--,14:00:00,16:45:00,--,--,--,--
AASP298K,0101,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Lecture,"Elsa Barkley Brown","Also offered as HIST255.",TYD 2106,--,--,12:30:00,13:20:00,--,--,12:30:00,13:20:00,--,--
AASP298K,0101,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Discussion,"Elsa Barkley Brown","Also offered as HIST255.",ASY 3219,--,--,11:00:00,11:50:00,--,--,--,--,--,--
AASP298K,0102,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Lecture,"Elsa Barkley Brown","Also offered as HIST255.",TYD 2106,--,--,12:30:00,13:20:00,--,--,12:30:00,13:20:00,--,--
AASP298K,0102,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Discussion,"Elsa Barkley Brown","Also offered as HIST255.",WDS 1131,--,--,14:00:00,14:50:00,--,--,--,--,--,--
AASP298K,0103,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Lecture,"Elsa Barkley Brown","Also offered as HIST255.",TYD 2106,--,--,12:30:00,13:20:00,--,--,12:30:00,13:20:00,--,--
AASP298K,0103,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Discussion,"Elsa Barkley Brown","Also offered as HIST255.",PLS 1115,--,--,--,--,--,--,11:00:00,11:50:00,--,--
AASP298K,0104,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Lecture,"Elsa Barkley Brown","Also offered as HIST255.",TYD 2106,--,--,12:30:00,13:20:00,--,--,12:30:00,13:20:00,--,--
AASP298K,0104,"Special Topics in African American Studies; Arican-Ameican History, 1865 - Present",Discussion,"Elsa Barkley Brown","Also offered as HIST255.",EDU 2102,--,--,--,--,--,--,14:00:00,14:50:00,--,--
AASP298L,0101,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Lecture,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EGR 1202,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,--,--
AASP298L,0101,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Discussion,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",ASY 3217,--,--,--,--,--,--,--,--,13:00:00,13:50:00
AASP298L,0102,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Lecture,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EGR 1202,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,--,--
AASP298L,0102,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Discussion,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EDU 2102,--,--,--,--,--,--,--,--,12:00:00,12:50:00
AASP298L,0103,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Lecture,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EGR 1202,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,--,--
AASP298L,0103,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Discussion,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EDU 0206,--,--,--,--,--,--,--,--,13:00:00,13:50:00
AASP298L,0104,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Lecture,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EGR 1202,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,--,--
AASP298L,0104,"Special Topics in Afro-American Studies: Introduction to African-American Literature",Discussion,"Edlie Wong","Also offered as ENGL234. Credit will be granted for one of the following: AASP298L or ENGL234.",EDU 1107,--,--,--,--,--,--,--,--,11:00:00,11:50:00
AASP298V,0101,"Special Topics in African American Studies; The Blues as a Cultural Art Form",Lecture,"Mark Puryear","No description given",NCC 0130,--,--,--,--,13:00:00,15:30:00,--,--,--,--
AASP301,0101,"Applied Policy Analysis and the Black Community",Lecture,"Odis Johnson","Development and application of the tools needed for examining the effectiveness of alternative policy options confronting minority communities. Review policy research methods used in forming and evaluating policies. Examination of the policy process.",PLS 1184,--,--,--,--,--,--,16:00:00,18:30:00,--,--
AASP313,0101,"Black Women in United States History",Lecture,"Elsa Barkley Brown","Black American women's history is examined from slavery to the present. The principal focus of the readings discussions and student assignments will be based upon gaining a fuller understanding of the effect of race, class and gender on the life cycles and multiple roles of Black women as mothers, daughters, wives, workers and social change agents. A variety of primary source materials on black women's experiences will be utilized.",KEY 0116,--,--,--,--,17:30:00,20:00:00,--,--,--,--
AASP314,0101,"The Civil Rights Movement",Lecture,"Jerry Semper","Survey of the twentieth century civil rights movement from the desegregation of UM Law School through the National Black Political Congress in Gary in 1972. Major themes include leadership, legal and constitutional challenges, non-violence, Black Power, and Pan-Africanism.",SQH 2117,--,--,--,--,16:00:00,18:30:00,--,--,--,--
AASP395,0101,"Fundamentals of Quantitative Research in Socio-Cultural Perspective",Lecture,"Gniesha Dinwiddie","Introduction to quantitative methods for African American Studies major in the cultural and social analysis concentration. Basics of survey design and experimental design and data analysis and use of statistical software programs.",SKN 1115,--,--,11:00:00,12:15:00,--,--,11:00:00,12:15:00,--,--
AASP396,0101,"Independent Study Non-Thesis Option",Lecture,"Joseph Richardson","A research seminar that allows African American Studies majors to complete an independent study research project in lieu of completing the AASP397: Senior Thesis. Students will examine various concepts of race, gender, labor and ethnicity in the seminar lecture component to be applied toward their specific research projects.",TLF 1102,12:00:00,14:45:00,--,--,--,--,--,--,--,--
AASP398B,0101,"Selected Topics in the African Diaspora; African American Communities and Runaway Slaves in the U.S. South",Lecture,"David Terry","No description given",LEF 1201,--,--,16:00:00,18:30:00,--,--,--,--,--,--
AASP400,0101,"Directed Readings in African American Studies",Lecture,"Jason Nichols","The readings will be directed by the faculty of African American Studies. Topics to be covered will be chosen to meet the needs and interests of individual students.",WDS 1114,--,--,--,--,16:00:00,18:45:00,--,--,--,--
AASP400H,0101,"Directed Readings in African American Studies",Lecture,"Jason Nichols","The readings will be directed by the faculty of African American Studies. Topics to be covered will be chosen to meet the needs and interests of individual students.",WDS 1114,--,--,--,--,16:00:00,18:45:00,--,--,--,--
AASP468A,0101,"Special Topics in Africa and the Americas; Social Inequalities and Health in the African Diaspora",Lecture,"Robert Turner","No description given",SYM 0200,--,--,--,--,15:00:00,17:30:00,--,--,--,--
AASP478A,0101,"Humanities Topics in African American Studies; AfroAsian Migrations, Diasporas, and Crossing",Lecture,"Edlie Wong","Also offered as AAST498C and ENGL479P. Credit granted for AASP478A, AAST498C, or ENGL479P. A literary exploration of African American and Asian American migration and settlement in the Americas. Course covers writings by Frederick Douglass, W.E.B. DuBois, Younghill Kang, Patricia Powell, Cristina Garcia, Cynthia Shearer, and Amitav Ghosh addressing points of convergence and divergence among these complex histories of American slavery and immigration.",TWS 0236,15:30:00,16:45:00,--,--,15:30:00,16:45:00,--,--,--,--
AASP499M,0101,"Advanced Topics in Public Policy and the Black Community; A Socially Constructive Historical Account of Black Masculinities",Lecture,"Christopher St.Vil","No description given",ASY 3219,16:00:00,18:30:00,--,--,--,--,--,--,--,--
AASP499P,0101,"Advanced Topics in Public Policy and the Black Community; African-American Politics from Frederick Douglass to Barack Obama",Lecture,"Jonathan England","No description given",ARC 1101,--,--,14:00:00,16:30:00,--,--,--,--,--,--
AASP499T,0101,"Advanced Topics in Public Policy and the Black Community; Race, Poverty, Violence, and the Juvenile Justice System: A Theoretical and Contextual Analysis of Social Capital",Lecture,"Joseph Richardson","No description given",TYD 2108,--,--,--,--,16:00:00,18:30:00,--,--,--,--
AAST200,0101,"Introduction to Asian American Studies",Lecture,"Neha Singhal","The aggregate experience of Asian Pacific Americans, from developments in the countries of origin to their contemporary issues. The histories of Asian Pacific American groups as well as culture, politics, the media, and stereotypes, viewed from an interdisciplinary perspective.",ARC 1105,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AAST201,0101,"Asian American History",Lecture,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1140,11:00:00,11:50:00,--,--,11:00:00,11:50:00,--,--,--,--
AAST201,0101,"Asian American History",Discussion,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1115,10:00:00,10:50:00,--,--,--,--,--,--,--,--
AAST201,0102,"Asian American History",Lecture,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1140,11:00:00,11:50:00,--,--,11:00:00,11:50:00,--,--,--,--
AAST201,0102,"Asian American History",Discussion,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1146,13:00:00,13:50:00,--,--,--,--,--,--,--,--
AAST201,0103,"Asian American History",Lecture,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1140,11:00:00,11:50:00,--,--,11:00:00,11:50:00,--,--,--,--
AAST201,0103,"Asian American History",Discussion,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1115,--,--,--,--,10:00:00,10:50:00,--,--,--,--
AAST201,0104,"Asian American History",Lecture,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1140,11:00:00,11:50:00,--,--,11:00:00,11:50:00,--,--,--,--
AAST201,0104,"Asian American History",Discussion,"Lisa Mar","Also offered as: HIST221. Credit only granted for: AAST201, HIST219G, HIST219M, or HIST221.",PLS 1162,--,--,--,--,13:00:00,13:50:00,--,--,--,--
AAST233,0101,"Introduction to Asian American Literature",Lecture,"Lawrence Davis","Also offered as: ENGL233. Credit only granted for: ENGL233, AAST233, or AAST298L. Formerly: AAST298L.",COL 0101,15:30:00,16:45:00,--,--,15:30:00,16:45:00,--,--,--,--
AAST398D,0101,"Selected Topics in Asian American Studies; Filipino American History and Biography",Lecture,"Gemirald Daus","Also offered as AMST328J. Credit will be granted for one of the folowin g AAST398D or AMST328J. Focus is placed on Filipino American experiences with an emphasis on identity, community building and organizing to influence public policy. We will cover pertinent events from the US and Philippine history in order to understand the impact of colonialism, migration, immigration and assimilation on Filipino Americans.",SQH 1121,17:00:00,19:45:00,--,--,--,--,--,--,--,--
AAST398E,0101,"Selected Topics in Asian American Studies; Growing Up Asian American: The Asian Immigrant Family and the Second Generation",Lecture,"Thu Khuc","lso offered as AMST328V. Credit granted for AAST398E or AMST328V. An interdisciplinary course examines the experiences of children of Asian immigrants in the U.S., focusing on intergenerational dynamics in the Asian immigrant family, their intersections with race, gender, class, sexuality, and religion, and how these shape second-generation Asian American life. Topics include identity and personhood, the model minority myth and education, work and leisure, language and communication, filiality and disownment, mental health and suicide.",HBK 0109,--,--,15:30:00,16:45:00,--,--,15:30:00,16:45:00,--,--
AAST398G,0101,"Selected Topics in Asian American Studies; From Broadway to Breakbeats - Asian American Music",Lecture,"Douglas Ishii","Also offered as AMST328L. While the recent popularity of PSY makes it seem like Asians are newcomers to the U.S. music scene, focus will be placed on the rich history of Asian Pacific American musicians across the 20th and 21st centuries. From the importation and transformation of Japanese taiko and Punjabi bhangra, to the activist-minded folk performances of A Grain of Sand, to the rise of the YouTube generation, we will examine the usefulness of Asian American music as a form of expression. Pairing academic readings with relevant examples, we will explore how Asian Americans make music and what their cultural ramifications may be.",SQH 1117,--,--,15:30:00,16:45:00,--,--,15:30:00,16:45:00,--,--
AAST420,0101,"Asian American Women: The Social Construction of Gender",Lecture,"Jeannette Soon-Ludes","Examines the intersection of gender, race and class as it relates to Asian American women in the United States; how institutionalized cultural and social statuses of gender, race, ethnicity and social class produce and reproduce inequality in the lives of Asian American women.",KEY 0123,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AAST424,0101,"Sociology of Race Relations",Lecture,"Rashawn Ray","Analysis of race-related issues, with a primary focus on American society. The historical emergence, development, and institutionalization of racism; the impact of racism on its victims; and racially based conflict.",ASY 3203,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AAST424,0201,"Sociology of Race Relations",Lecture,"Kris Marsh","Analysis of race-related issues, with a primary focus on American society. The historical emergence, development, and institutionalization of racism; the impact of racism on its victims; and racially based conflict.",ARC 1101,--,--,09:30:00,10:45:00,--,--,09:30:00,10:45:00,--,--
AAST498C,0101,"Advanced Topics in Asian American Studies; AfroAsian Migrations, Diasporas, and Crossing",Lecture,"Edlie Wong","Also offered as AASP478A and AASP478A. Credit granted for AASP478A, AAST498C, or ENGL479P. A literary exploration of African American and Asian American migration and settlement in the Americas. Course covers writings by Frederick Douglass, W.E.B. DuBois, Younghill Kang, Patricia Powell, Cristina Garcia, Cynthia Shearer, and Amitav Ghosh addressing points of convergence and divergence among these complex histories of American slavery and immigration.",TWS 0236,15:30:00,16:45:00,--,--,15:30:00,16:45:00,--,--,--,--
AAST498I,0101,"Advanced Topics in Asian American Studies; Asian American Leadership",Lecture,"Jude Dizon","Also offered as EDCP418A. Credit will be granted for one of the following: AAST498I or EDCP418A. Students are given the opportunity to think critically about leadership in relation to Asian Pacific American (APA) identity. We will explore how racism, history, and society have interacted to shape leaders and also focus on critical issues facing APA student activists/leaders to help develop leadership, activism and managerial skills.",ARC 1121,--,--,11:00:00,12:15:00,--,--,11:00:00,12:15:00,--,--
AAST498Q,0101,"Advanced Topics in Asian American Studies; Asian/Pacific Americans and U.S. Empire",Lecture,"Jeannette Soon-Ludes","Also offered as AMST498P. Credit will be granted for only of the following: AAST498Q or AMST498P. Did you know the Pacific Ocean was once referred to as 'An American Lake?' From Seattle to Hawaii to the Philippines, the U.S. has controlled vast areas of this region for political, economic, and military purposes from the 19th century onward. Examine the lasting consequences of U.S. expansion into the Pacific, which brought indigenous and Asian settler communities in close contact with each other and created conflicting ideals of home, belonging, and nation.",WDS 0104,--,--,11:00:00,12:15:00,--,--,11:00:00,12:15:00,--,--
AAST498T,0101,"Advanced Topics in Asian American Studies; Asian American Politics",Lecture,"Janelle Wong","Also offered as AMST498J or GVPT368C. Credit granted for AAST498T, AMST498J, or GVPT368C. Students will gain a greater understanging of 1)the role of Asian Americans in US politics, 2) the political attitudes and behaviors of Asian Americans and 3) help students to conduct research on Asian American politics. Though the class will concentrate on Asian Americans, issues related to Asian American politics will be examined within the larger context of Americas multicultural political landscape.",HBK 0115,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--,--,--
AAST498W,0101,"Advanced Topics in Asian American Studies; Transnational American Studies",Lecture,"Jan Padios","No description given",SQH 2120,--,--,11:00:00,12:15:00,--,--,11:00:00,12:15:00,--,--
AGNR270,0101,"Technology Training Seminar",Lecture,"Deborah Mateik","A hands-on training seminar about pedagogical applications of information technology and mastery of several technical skills. Special emphasis is placed on gainfully understanding technological issues such as copyright and intellectual property, accessibility, and usability.",CSS 1410,--,--,--,--,--,--,--,--,10:00:00,12:30:00
AGNR301,0101,"Sustainability",Lecture,"Robert Sprinkle","Also offered as: PUAF301. Credit only granted for: AGNR301 or PUAF301.",TWS 1100,--,--,12:30:00,13:45:00,--,--,12:30:00,13:45:00,--,--
AMSC460,0101,"Computational Methods",Lecture,"Tobias von Petersdorff","Basic computational methods for interpolation, least squares, approximation, numerical quadrature, numerical solution of polynomial and transcendental equations, systems of linear equations and initial value problems for ordinary differential equations. Emphasis on methods and their computational properties rather than their analytic aspects. Intended primarily for students in the physical and engineering sciences.",MTH 0201,14:00:00,14:50:00,--,--,14:00:00,14:50:00,--,--,14:00:00,14:50:00
AMSC466,0101,"Introduction to Numerical Analysis I",Lecture,"Maria Cameron","Floating point computations, direct methods for linear systems, interpolation, solution of nonlinear equations.",MTH 1311,11:00:00,11:50:00,--,--,11:00:00,11:50:00,--,--,11:00:00,11:50:00
AMSC466,0201,"Introduction to Numerical Analysis I",Lecture,"Pierre-Emmanuel Jabin","Floating point computations, direct methods for linear systems, interpolation, solution of nonlinear equations.",MTH 0409,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AMSC600,0101,"Advanced Linear Numerical Analysis",Lecture,"Howard Elman","Advanced topics in numerical linear algebra, such as dense eigenvalue problems, sparse elimination, iterative methods, and other topics.",CSI 1121,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--,--,--
AMSC614,0101,"Mathematics of the Finite Element Method",Lecture,"Ricardo Nochetto","Variational formulations of linear and nonlinear elliptic boundary value problems; formulation of the finite element method; construction of finite element subspaces; error estimates; eigenvalue problems; time dependent problems.",MTH 1313,--,--,17:00:00,18:15:00,--,--,17:00:00,18:15:00,--,--
AMSC660,0101,"Scientific Computing I",Lecture,"Ramani Duraiswami","Monte Carlo simulation, numerical linear algebra, nonlinear systems and continuation method, optimization, ordinary differential equations. Fundamental techniques in scientific computation with an introduction to the theory and software of each topic.",PLS 1117,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AMSC662,0101,"Computer Organization and Programming for Scientific Computing",Lecture,"Dianne O'Leary","This course presents fundamental issues of computer hardware, software, parallel computing, and scientific data management for programming for scientific computation.",CSI 2107,--,--,09:30:00,10:45:00,--,--,09:30:00,10:45:00,--,--
AMSC663,0101,"Advanced Scientific Computing I",Lecture,"Radu Balan","In the sequence AMSC663, AMSC664 students work on a year-long individual project to develop software for a scientific task in a high performance computing environment. Lectures will be given on available computational environments, code development, implementation of parallel algorithms.",CSI 4122,--,--,08:00:00,09:15:00,--,--,08:00:00,09:15:00,--,--
AMSC666,0101,"Numerical Analysis I",Lecture,"Eitan Tadmor","Interpolation and approximation, numerical integration, solution algorithms for nonlinear systems of equations, numerical optimization.",CSI 4122,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AMSC670,0101,"Ordinary Differential Equations I",Lecture,"Michael Jakobson","Existence and uniqueness, linear systems usually with Floquet theory for periodic systems, linearization and stability, planar systems usually with Poincare-Bendixson theorem.",MTH 0306,--,--,12:30:00,13:45:00,--,--,12:30:00,13:45:00,--,--
AMSC673,0101,"Partial Differential Equations I",Lecture,"Matei Machedon","Analysis of boundary value problems for Laplace's equation, initial value problems for the heat and wave equations. Fundamental solutions, maximum principles, energy methods. First order nonlinear PDE, conservation laws. Characteristics, shock formation, weak solutions. Distributions, Fourier transform.",MTH 0407,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,13:00:00,13:50:00
AMSC808K,0101,"Advanced Topics in Applied Mathematics; Probabilistic Optimization in Project Management",Lecture,"Steven Gabriel","No description given",JMP 2217,--,--,14:00:00,16:30:00,--,--,--,--,--,--
AMST101,0101,"Introduction American Studies",Lecture,"Tatiana Benjamin","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",SQH 1111,09:00:00,09:50:00,--,--,09:00:00,09:50:00,--,--,09:00:00,09:50:00
AMST101,0201,"Introduction American Studies",Lecture,"Ilyas Abukar","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",SQH 1111,13:00:00,13:50:00,--,--,13:00:00,13:50:00,--,--,13:00:00,13:50:00
AMST101,0301,"Introduction American Studies",Lecture,"Patricia Akinbola","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",SQH 1111,--,--,08:00:00,09:15:00,--,--,08:00:00,09:15:00,--,--
AMST101,0401,"Introduction American Studies",Lecture,"Tony Perry","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",SQH 1111,--,--,12:30:00,13:45:00,--,--,12:30:00,13:45:00,--,--
AMST101,0401,"Introduction American Studies",Lecture,"Ilyas Abukar","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",SQH 1111,16:30:00,17:45:00,--,--,16:30:00,17:45:00,--,--,--,--
AMST101,0401,"Introduction American Studies",Lecture,"Seats (Total: 20, Open: 0, Waitlist: 0)","Credit only granted for: AMST101 or AMST201. Formerly: AMST201.",KEY 0124,--,--,--,--,--,--,--,--,10:00:00,11:15:00
AMST202,0101,"Cultures of Everyday Life in America",Lecture,"Jennie Chaplin","Examine the structures and patterns of everyday life in the U.S., utilizing methods such as ethnography, oral history, survey research, and textual, visual, and material cultural analysis.",SQH 1111,10:00:00,10:50:00,--,--,10:00:00,10:50:00,--,--,10:00:00,10:50:00
AMST203,0101,"Popular Culture in America",Lecture,"Paul Saiedi","An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",SQH 1111,--,--,11:00:00,12:15:00,--,--,11:00:00,12:15:00,--,--
AMST203,0201,"Popular Culture in America",Lecture,"Michael Casiano","An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",SQH 1111,--,--,14:00:00,15:15:00,--,--,14:00:00,15:15:00,--,--
AMST203,0201,"Popular Culture in America",Lecture,"Kevin Winstead","An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",ASY 3203,--,--,--,--,--,--,--,--,13:00:00,14:15:00
AMST203,0201,"Popular Culture in America",Lecture,"Terrance Wooten","An introduction to American popular culture, its historical development, and its role as a reflection of and influence on our culture and society.",KEY 0124,--,--,--,--,--,--,--,--,11:30:00,12:45:00
AMST205,0101,"Material Aspects of American Life",Lecture,"Izetta Mobley","Historical survey of American material culture. Ways of describing and interpreting accumulated material evidence (e.g., buildings, town plans) introduced by stressing relationship between artifact and culture.",SQH 1123,--,--,09:30:00,10:45:00,--,--,09:30:00,10:45:00,--,--
AMST205,0101,"Material Aspects of American Life",Lecture,"Jessica Walker","Historical survey of American material culture. Ways of describing and interpreting accumulated material evidence (e.g., buildings, town plans) introduced by stressing relationship between artifact and culture.",KEY 0120,--,--,--,--,--,--,--,--,11:30:00,12:45:00
AMST205,0101,"Material Aspects of American Life",Lecture,"Izetta Mobley","Historical survey of American material culture. Ways of describing and interpreting accumulated material evidence (e.g., buildings, town plans) introduced by stressing relationship between artifact and culture.",KEY 0124,--,--,--,--,--,--,--,--,13:00:00,14:15:00
